[00:57:35]: [Join Announcement] ứng ngọc sơn
[00:58:49]: [Announcement] ứng ngọc sơn   successfully entered game   Completed Achievement [New Beginning]
[02:40:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:40:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:40:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:40:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:40:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:40:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:41:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:41:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:41:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:41:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:42:46]: [Announcement] Veio da Manga   spent 300 stars on reward perks   Completed Achievement [Super Star]
[02:42:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:43:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:44:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
